2015/03/08,20:44:49,42418A51,-74,1,78,20,3200,60.92,194,0,598,26413,1
2015/03/08,20:45:02,425EFE31,-84,1,199,20,3216,63.79,189,3,240,1093,1
2015/03/08,20:45:03,42C7645F,-73,1,135,20,3150,60.40,194,5,4444,29762,1
2015/03/08,20:45:05,42C7645F,-73,2,136,20,3150,60.40,194,5,4445,29803,1
2015/03/08,20:45:05,42FDEFA0,-70,1,243,20,3200,62.06,195,3,605,65494,1
2015/03/08,20:45:07,42C7645F,-75,2,137,20,3150,60.40,194,5,4446,30003,1
2015/03/08,20:45:17,4214EDAC,-73,1,133,20,3034,61.02,197,11,19497,59464,1
2015/03/08,20:45:21,421F8331,-74,1,234,20,3111,61.30,193,0,7736,11201,1
2015/03/08,20:45:22,4214EDAC,-72,2,134,20,3034,61.02,197,11,19498,59611,1
2015/03/08,20:45:23,421F8331,-72,2,235,20,3111,61.30,193,0,7737,11266,1
2015/03/08,20:45:25,421F8331,-72,2,236,20,3111,61.30,193,0,7738,11436,1
2015/03/08,20:45:28,42679E2B,-68,1,225,20,2991,60.41,194,9,27144,62115,1
2015/03/08,20:45:34,42679E2B,-68,2,226,20,2991,60.41,194,9,27145,62360,1
2015/03/08,20:45:35,421F8331,-73,2,237,20,3111,61.30,193,0,7739,11875,1
2015/03/08,20:45:48,42418A51,-72,1,79,20,3200,60.93,194,0,598,27091,1
2015/03/08,20:46:05,42C7645F,-74,1,138,20,3150,60.41,194,5,4446,30984,1
2015/03/08,20:46:07,42C7645F,-75,2,139,20,3150,60.41,194,5,4447,31043,1
2015/03/08,20:46:08,42FDEFA0,-72,1,244,20,3200,62.02,195,3,605,693,1
2015/03/08,20:46:15,4214EDAC,-75,1,135,20,3034,61.00,197,11,19504,62073,1
2015/03/08,20:46:21,421F8331,-76,1,238,20,3111,61.31,193,0,7739,12873,1
2015/03/08,20:46:23,421F8331,-78,2,239,20,3111,61.31,193,0,7740,12910,1
2015/03/08,20:46:23,4214EDAC,-74,2,136,20,3034,61.00,197,11,19505,62379,1
2015/03/08,20:46:26,421F8331,-76,2,240,20,3111,61.31,193,0,7741,13123,1
2015/03/08,20:46:31,42679E2B,-68,1,227,20,2993,60.41,194,9,27152,65485,1
2015/03/08,20:46:33,42679E2B,-68,2,228,20,2993,60.41,194,9,27153,3,1
2015/03/08,20:46:47,42418A51,-76,1,80,20,3200,60.95,194,0,598,27735,1
2015/03/08,20:47:05,425EFE31,-85,1,201,20,3216,63.77,189,3,240,2474,1
2015/03/08,20:47:08,42C7645F,-75,1,140,20,3150,60.41,194,5,4448,32227,1
2015/03/08,20:47:11,42FDEFA0,-70,1,245,20,3199,61.98,195,3,605,1380,1
2015/03/08,20:47:14,4214EDAC,-74,1,137,20,3034,60.97,197,10,19509,64625,1
2015/03/08,20:47:16,4214EDAC,-74,2,138,20,3034,60.97,197,10,19510,64708,1
2015/03/08,20:47:22,421F8331,-76,1,241,20,3111,61.30,193,0,7742,14459,1
2015/03/08,20:47:23,421F8331,-77,2,242,20,3111,61.30,193,0,7743,14498,1
2015/03/08,20:47:34,42679E2B,-68,1,229,20,2992,60.41,194,9,27160,3265,1
2015/03/08,20:47:37,42679E2B,-68,2,230,20,2992,60.41,194,9,27161,3344,1
2015/03/08,20:47:47,42418A51,-74,1,81,20,3200,60.97,194,0,598,28446,1
2015/03/08,20:48:11,42C7645F,-75,1,141,20,3150,60.06,195,5,4448,32982,1
2015/03/08,20:48:13,4214EDAC,-74,1,139,20,3034,60.95,197,10,19514,1439,1
2015/03/08,20:48:13,42FDEFA0,-70,1,246,20,3199,61.94,195,3,605,2128,1
2015/03/08,20:48:14,4214EDAC,-74,2,140,20,3034,60.95,197,10,19515,1485,1
2015/03/08,20:48:22,421F8331,-76,1,243,20,3111,61.29,194,0,7745,15855,1
2015/03/08,20:48:37,42679E2B,-68,1,231,20,2991,60.41,194,10,27169,6902,1
2015/03/08,20:48:40,42679E2B,-68,2,232,20,2991,60.41,194,10,27170,6999,1
2015/03/08,20:48:46,42418A51,-76,1,82,20,3200,60.99,194,0,598,29126,1
2015/03/08,20:49:09,425EFE31,-85,1,203,20,3216,63.74,190,3,240,3870,1
2015/03/08,20:49:11,4214EDAC,-76,1,141,20,3034,60.93,197,11,19520,3830,1
2015/03/08,20:49:13,42C7645F,-74,1,142,20,3150,60.07,195,5,4448,33794,1
2015/03/08,20:49:16,42FDEFA0,-70,1,247,20,3199,61.90,195,3,605,2796,1
2015/03/08,20:49:16,421F8331,-78,2,244,20,3111,61.29,194,0,7746,16853,1
2015/03/08,20:49:22,421F8331,-76,1,245,20,3111,61.27,194,0,7746,17165,1
2015/03/08,20:49:22,4214EDAC,-74,2,142,20,3034,60.93,197,11,19521,4163,1
2015/03/08,20:49:39,42679E2B,-67,1,233,20,2989,60.41,194,9,27178,10320,1
2015/03/08,20:49:41,42679E2B,-68,2,234,20,2989,60.41,194,9,27178,10417,1
2015/03/08,20:49:45,42418A51,-74,1,83,20,3200,61.01,194,0,598,29836,1
2015/03/08,20:50:03,421F8331,-73,2,246,20,3111,61.27,194,0,7747,17829,1
2015/03/08,20:50:10,4214EDAC,-72,1,143,20,3034,60.91,197,11,19525,6211,1
2015/03/08,20:50:11,425EFE31,-89,1,204,20,3215,63.72,190,3,240,4559,1
2015/03/08,20:50:11,4214EDAC,-73,2,144,20,3034,60.91,197,11,19526,6258,1
2015/03/08,20:50:16,42C7645F,-74,1,143,20,3150,60.07,195,5,4448,34647,1
2015/03/08,20:50:17,42C7645F,-74,2,144,20,3150,60.07,195,5,4449,34692,1
2015/03/08,20:50:18,42FDEFA0,-71,1,248,20,3199,61.85,196,3,605,3474,1
2015/03/08,20:50:20,42C7645F,-73,2,145,20,3150,60.07,195,5,4450,34947,1
2015/03/08,20:50:22,421F8331,-73,1,247,20,3111,61.27,194,0,7747,18347,1
2015/03/08,20:50:24,421F8331,-74,2,248,20,3111,61.27,194,0,7748,18387,1
2015/03/08,20:50:42,42679E2B,-68,1,235,20,2992,60.41,194,9,27186,13827,1
2015/03/08,20:50:45,42418A51,-73,1,84,20,3200,61.03,194,0,598,30434,1
2015/03/08,20:50:46,42679E2B,-68,2,236,20,2992,60.41,194,9,27187,13937,1
2015/03/08,20:51:09,4214EDAC,-73,1,145,20,3034,60.88,197,11,19531,8780,1
2015/03/08,20:51:10,4214EDAC,-72,2,146,20,3034,60.88,197,11,19532,8847,1
2015/03/08,20:51:12,425EFE31,-86,1,205,20,3216,63.69,190,3,240,5264,1
2015/03/08,20:51:18,42C7645F,-75,1,146,20,3150,60.07,195,5,4450,35984,1
2015/03/08,20:51:20,42C7645F,-75,2,147,20,3150,60.07,195,5,4451,36030,1
2015/03/08,20:51:21,42FDEFA0,-72,1,249,20,3199,61.81,196,3,605,4155,1
2015/03/08,20:51:22,421F8331,-73,1,249,20,3111,61.26,194,0,7750,19844,1
2015/03/08,20:51:22,42C7645F,-74,2,148,20,3150,60.07,195,5,4452,36229,1
2015/03/08,20:51:24,421F8331,-73,2,250,20,3111,61.26,194,0,7751,19888,1
2015/03/08,20:51:44,42418A51,-74,1,85,20,3200,60.67,195,0,598,31106,1
2015/03/08,20:51:45,42679E2B,-68,1,237,20,2989,60.41,194,9,27195,17331,1
2015/03/08,20:51:50,42679E2B,-68,2,238,20,2989,60.41,194,9,27196,17566,1
2015/03/08,20:52:07,4214EDAC,-72,1,147,20,3034,60.85,197,11,19535,10875,1
2015/03/08,20:52:14,425EFE31,-85,1,206,20,3216,63.67,190,3,240,5936,1
2015/03/08,20:52:17,4214EDAC,-71,2,148,20,3034,60.85,197,11,19536,11162,1
2015/03/08,20:52:21,42C7645F,-74,1,149,20,3150,60.07,195,5,4452,37249,1
2015/03/08,20:52:22,42C7645F,-75,2,150,20,3150,60.07,195,5,4453,37301,1
2015/03/08,20:52:22,421F8331,-74,1,251,20,3110,61.24,194,0,7754,21587,1
2015/03/08,20:52:24,42FDEFA0,-72,1,250,20,3199,61.76,196,3,605,4876,1
2015/03/08,20:52:25,42C7645F,-74,2,151,20,3150,60.07,195,5,4454,37494,1
2015/03/08,20:52:43,42418A51,-74,1,86,20,3200,60.68,195,0,598,31817,1
2015/03/08,20:52:48,42679E2B,-68,1,239,20,2990,60.40,194,9,27205,21157,1
2015/03/08,20:52:53,42679E2B,-68,2,240,20,2990,60.40,194,9,27206,21400,1
2015/03/08,20:53:06,4214EDAC,-72,1,149,20,3034,60.83,198,11,19541,13362,1
2015/03/08,20:53:07,42418A51,-73,2,87,20,3200,60.68,195,0,599,32098,1
2015/03/08,20:53:10,42418A51,-74,2,88,20,3200,60.68,195,0,600,32374,1
2015/03/08,20:53:16,425EFE31,-86,1,207,20,3216,63.64,190,3,240,6665,1
2015/03/08,20:53:18,421F8331,-73,2,252,20,3110,61.24,194,0,7755,22650,1
2015/03/08,20:53:20,4214EDAC,-72,2,150,20,3034,60.83,198,11,19542,13832,1
2015/03/08,20:53:23,421F8331,-73,1,253,20,3110,61.23,194,0,7755,22958,1
2015/03/08,20:53:23,42C7645F,-75,1,152,20,3150,60.07,195,5,4454,38545,1
2015/03/08,20:53:25,42C7645F,-74,2,153,20,3150,60.07,195,5,4455,38579,1
2015/03/08,20:53:26,42FDEFA0,-73,1,251,20,3199,61.70,196,3,605,5613,1
2015/03/08,20:53:43,42418A51,-73,1,89,20,3200,60.70,195,0,600,33038,1
2015/03/08,20:53:50,42679E2B,-69,1,241,20,2990,60.39,194,9,27215,24992,1
2015/03/08,20:53:52,42679E2B,-68,2,242,20,2990,60.39,194,9,27215,25100,1
2015/03/08,20:54:05,4214EDAC,-73,1,151,20,3034,60.79,198,11,19545,15616,1
2015/03/08,20:54:06,4214EDAC,-72,2,152,20,3034,60.79,198,11,19546,15682,1
2015/03/08,20:54:18,425EFE31,-84,1,208,20,3216,63.62,190,3,240,7348,1
2015/03/08,20:54:23,421F8331,-73,1,254,20,3111,61.22,194,0,7755,23919,1
2015/03/08,20:54:24,421F8331,-73,2,255,20,3111,61.22,194,0,7756,23958,1
2015/03/08,20:54:26,42C7645F,-74,1,154,20,3150,60.06,195,5,4456,39848,1
2015/03/08,20:54:27,421F8331,-73,2,0,20,3111,61.22,194,0,7757,24131,1
2015/03/08,20:54:27,42C7645F,-74,2,155,20,3150,60.06,195,5,4457,39884,1
2015/03/08,20:54:29,42FDEFA0,-73,1,252,20,3199,61.65,196,3,605,6350,1
2015/03/08,20:54:42,42418A51,-74,1,90,20,3200,60.70,195,0,600,33728,1
2015/03/08,20:54:53,42679E2B,-69,1,243,20,2990,60.03,195,9,27225,29035,1
2015/03/08,20:54:59,42679E2B,-68,2,244,20,2990,60.03,195,9,27226,29280,1
2015/03/08,20:55:03,4214EDAC,-72,1,153,20,3034,60.77,198,10,19551,18055,1
2015/03/08,20:55:05,4214EDAC,-72,2,154,20,3034,60.77,198,10,19552,18106,1
2015/03/08,20:55:20,425EFE31,-83,1,209,20,3216,63.58,190,3,240,8016,1
2015/03/08,20:55:23,421F8331,-77,1,1,20,3111,61.21,194,0,7757,25266,1
2015/03/08,20:55:25,421F8331,-77,2,2,20,3111,61.21,194,0,7758,25309,1
2015/03/08,20:55:28,42C7645F,-77,1,156,20,3150,60.04,195,5,4458,41119,1
2015/03/08,20:55:30,42C7645F,-76,2,157,20,3150,60.04,195,5,4459,41154,1
2015/03/08,20:55:32,42FDEFA0,-72,1,253,20,3199,61.60,196,3,605,7041,1
2015/03/08,20:55:41,42418A51,-77,1,91,20,3200,60.71,195,0,600,34423,1
2015/03/08,20:55:56,42679E2B,-69,1,245,20,2991,60.01,195,9,27234,32757,1
2015/03/08,20:55:58,42679E2B,-69,2,246,20,2991,60.01,195,9,27235,32807,1
2015/03/08,20:56:02,4214EDAC,-75,1,155,20,3034,60.74,198,10,19557,20509,1
2015/03/08,20:56:15,4214EDAC,-75,2,156,20,3034,60.74,198,10,19558,20925,1
2015/03/08,20:56:31,42C7645F,-74,1,158,20,3150,60.04,195,5,4460,42346,1
2015/03/08,20:56:32,42C7645F,-75,2,159,20,3150,60.04,195,5,4461,42385,1
2015/03/08,20:56:34,42FDEFA0,-72,1,254,20,3199,61.53,196,3,605,7722,1
2015/03/08,20:56:41,42418A51,-75,1,92,20,3200,60.72,195,0,600,35123,1
2015/03/08,20:56:59,42679E2B,-69,1,247,20,2992,60.00,195,9,27243,36317,1
2015/03/08,20:57:00,42679E2B,-69,2,248,20,2992,60.00,195,9,27244,36363,1
2015/03/08,20:57:01,4214EDAC,-75,1,157,20,3034,60.70,198,11,19561,22680,1
2015/03/08,20:57:05,4214EDAC,-75,2,158,20,3034,60.70,198,11,19562,22831,1
2015/03/08,20:57:23,421F8331,-78,1,4,20,3111,60.79,195,0,7760,27750,1
2015/03/08,20:57:23,425EFE31,-88,1,211,20,3215,63.51,191,3,240,9390,1
2015/03/08,20:57:33,42C7645F,-74,1,160,20,3150,60.02,195,5,4462,43590,1
2015/03/08,20:57:34,421F8331,-76,2,5,20,3111,60.79,195,0,7761,27941,1
2015/03/08,20:57:35,42C7645F,-74,2,161,20,3150,60.02,195,5,4463,43632,1
2015/03/08,20:57:37,42FDEFA0,-72,1,255,20,3199,61.47,196,3,605,8396,1
2015/03/08,20:57:40,42418A51,-76,1,93,20,3200,60.73,195,0,600,35777,1
2015/03/08,20:57:54,421F8331,-79,2,6,20,3111,60.79,195,0,7762,28559,1
2015/03/08,20:57:59,4214EDAC,-76,1,159,20,3034,60.66,198,11,19566,24965,1
2015/03/08,20:58:01,42679E2B,-70,1,249,20,2990,59.97,195,9,27252,39772,1
2015/03/08,20:58:02,4214EDAC,-75,2,160,20,3034,60.66,198,11,19567,25031,1
2015/03/08,20:58:05,42679E2B,-69,2,250,20,2990,59.97,195,9,27253,39870,1
2015/03/08,20:58:23,421F8331,-76,1,7,20,3111,60.79,195,0,7763,29463,1
2015/03/08,20:58:25,425EFE31,-86,1,212,20,3216,63.47,191,3,240,10077,1
2015/03/08,20:58:31,421F8331,-78,2,8,20,3111,60.79,195,0,7764,29604,1
2015/03/08,20:58:36,42C7645F,-74,1,162,20,3150,60.01,195,5,4464,44788,1
2015/03/08,20:58:37,42C7645F,-75,2,163,20,3150,60.01,195,5,4465,44826,1
2015/03/08,20:58:39,42418A51,-75,1,94,20,3200,60.74,195,0,600,36460,1
2015/03/08,20:58:40,42FDEFA0,-72,1,0,20,3199,61.40,196,3,605,9124,1
2015/03/08,20:58:58,4214EDAC,-74,1,161,20,3034,60.63,198,10,19573,27689,1
2015/03/08,20:59:04,42679E2B,-68,1,251,20,2991,59.94,195,9,27260,43089,1
2015/03/08,20:59:06,4214EDAC,-74,2,162,20,3034,60.63,198,10,19574,27942,1
2015/03/08,20:59:08,42679E2B,-68,2,252,20,2991,59.94,195,9,27261,43184,1
2015/03/08,20:59:24,421F8331,-75,1,9,20,3111,60.77,195,0,7765,30956,1
2015/03/08,20:59:38,42C7645F,-73,1,164,20,3150,60.00,195,5,4466,45983,1
2015/03/08,20:59:39,42418A51,-73,1,95,20,3200,60.74,195,0,600,37086,1
2015/03/08,20:59:40,42C7645F,-73,2,165,20,3150,60.00,195,5,4467,46022,1
2015/03/08,20:59:42,42FDEFA0,-71,1,1,20,3199,61.34,196,3,605,9826,1
2015/03/08,20:59:57,4214EDAC,-75,1,163,20,3034,60.59,198,10,19579,30283,1
2015/03/08,21:00:03,4214EDAC,-75,2,164,20,3034,60.59,198,10,19580,30438,1
2015/03/08,21:00:03,421F8331,-74,2,10,20,3111,60.77,195,0,7766,31627,1
2015/03/08,21:00:07,42679E2B,-67,1,253,20,2990,59.92,195,9,27269,46652,1
2015/03/08,21:00:09,42679E2B,-67,2,254,20,2990,59.92,195,9,27270,46708,1
2015/03/08,21:00:24,421F8331,-74,1,11,20,3111,60.75,195,0,7766,32139,1
2015/03/08,21:00:29,425EFE31,-84,1,214,20,3215,63.39,191,3,240,11474,1
2015/03/08,21:00:37,421F8331,-73,2,12,20,3111,60.75,195,0,7767,32373,1
2015/03/08,21:00:38,42418A51,-73,1,96,20,3200,60.74,195,0,600,37811,1
2015/03/08,21:00:41,42C7645F,-73,1,166,20,3150,59.97,196,4,4468,47183,1
2015/03/08,21:00:45,42FDEFA0,-68,1,2,20,3199,61.27,196,3,605,10512,1
2015/03/08,21:00:55,4214EDAC,-74,1,165,20,3034,60.55,198,10,19583,32423,1
2015/03/08,21:01:00,4214EDAC,-75,2,166,20,3034,60.55,198,10,19584,32545,1
2015/03/08,21:01:10,42679E2B,-67,1,255,20,2990,59.89,195,9,27279,50471,1
2015/03/08,21:01:12,42679E2B,-67,2,0,20,2990,59.89,195,9,27280,50572,1
2015/03/08,21:01:24,421F8331,-74,1,13,20,3111,60.73,195,0,7767,33225,1
2015/03/08,21:01:25,421F8331,-74,2,14,20,3111,60.73,195,0,7768,33269,1
2015/03/08,21:01:31,425EFE31,-83,1,215,20,3214,63.35,191,3,240,12165,1
2015/03/08,21:01:38,42418A51,-72,1,97,20,3200,60.74,195,0,600,38493,1
